,placeID,Rcuisine,Rpayment,parking_lot,latitude,longitude,name,address,city,state,country,price,Rambience,area
28,135072,Japanese,VISA,no,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
29,135072,Japanese,MasterCard-Eurocard,no,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
30,135072,Japanese,American_Express,no,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
31,135071,Bar,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
32,135071,Bar,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
33,135071,Bar,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
34,135071,Bar,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
35,135071,Bar_Pub_Brewery,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
36,135071,Bar_Pub_Brewery,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
37,135071,Bar_Pub_Brewery,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
38,135071,Bar_Pub_Brewery,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
39,135069,Bar,cash,yes,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
40,135060,Seafood,cash,no,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
41,135059,Bar,cash,yes,22.145108,-100.989547,Restaurant Bar Hacienda los Martinez,Santos Degollado 745 los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
42,135058,Pizzeria,cash,public,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
43,135058,Pizzeria,VISA,public,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
44,135058,Pizzeria,MasterCard-Eurocard,public,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
45,135057,Bar,cash,yes,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
46,135057,Bar,VISA,yes,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
47,135057,Bar,MasterCard-Eurocard,yes,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
48,135057,Bar,American_Express,yes,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
49,135055,Mexican,cash,yes,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
50,135055,Mexican,VISA,yes,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
51,135055,Mexican,MasterCard-Eurocard,yes,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
52,135055,Mexican,American_Express,yes,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
53,135054,Seafood,cash,yes,22.140626,-100.915657,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
54,135054,Seafood,VISA,yes,22.140626,-100.915657,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
55,135054,Seafood,MasterCard-Eurocard,yes,22.140626,-100.915657,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
56,135053,Cafeteria,cash,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
57,135053,Cafeteria,VISA,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
58,135053,Cafeteria,MasterCard-Eurocard,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
59,135053,Cafeteria,American_Express,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
60,135053,Fast_Food,cash,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
61,135053,Fast_Food,VISA,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
62,135053,Fast_Food,MasterCard-Eurocard,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
63,135053,Fast_Food,American_Express,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
64,135053,Pizzeria,cash,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
65,135053,Pizzeria,VISA,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
66,135053,Pizzeria,MasterCard-Eurocard,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
67,135053,Pizzeria,American_Express,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
68,135052,Bar,cash,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
69,135052,Bar,VISA,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
70,135052,Bar,MasterCard-Eurocard,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
71,135052,Bar_Pub_Brewery,cash,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
72,135052,Bar_Pub_Brewery,VISA,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
73,135052,Bar_Pub_Brewery,MasterCard-Eurocard,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
74,135049,Seafood,cash,no,22.135011,-101.0286,Restaurante de Mariscos la Langosta,Cordillera de Los Alpes 675 Loma Verde,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
75,135048,Bar,cash,yes,22.142017,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
76,135048,Bar,VISA,yes,22.142017,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
77,135048,Bar,MasterCard-Eurocard,yes,22.142017,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
78,135048,Bar,American_Express,yes,22.142017,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
79,135046,Fast_Food,cash,yes,22.141282,-101.002958,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
80,135046,Fast_Food,VISA,yes,22.141282,-101.002958,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
81,135046,Fast_Food,MasterCard-Eurocard,yes,22.141282,-101.002958,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
82,135044,Chinese,cash,no,22.141848,-100.997475,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
83,135043,Fast_Food,cash,no,22.185756,-100.944518,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,San Luis Potosi,Mexico,medium,familiar,closed
84,135043,Pizzeria,cash,no,22.185756,-100.944518,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,San Luis Potosi,Mexico,medium,familiar,closed
85,135042,Chinese,cash,no,22.159357,-100.973411,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
86,135041,Bar,cash,no,22.15106,-100.977659,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
87,135041,Cafeteria,cash,no,22.15106,-100.977659,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
88,135039,Seafood,cash,yes,22.145893,-100.97487,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
89,135035,Italian,cash,yes,22.145813,-101.018032,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
90,135035,Italian,VISA,yes,22.145813,-101.018032,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
91,135035,Italian,MasterCard-Eurocard,yes,22.145813,-101.018032,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
92,135035,Italian,American_Express,yes,22.145813,-101.018032,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
93,135034,Japanese,cash,no,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
94,135034,Japanese,VISA,no,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
95,135034,Japanese,MasterCard-Eurocard,no,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
96,135034,Japanese,American_Express,no,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
97,135032,Cafeteria,cash,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
98,135032,Cafeteria,VISA,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
99,135032,Cafeteria,MasterCard-Eurocard,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
100,135032,Contemporary,cash,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
101,135032,Contemporary,VISA,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
102,135032,Contemporary,MasterCard-Eurocard,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
103,135030,Cafe-Coffee_Shop,cash,no,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,medium,quiet,closed
104,135030,Cafeteria,cash,no,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,medium,quiet,closed
105,135028,Mexican,cash,no,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
106,135028,Mexican,VISA,no,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
107,135028,Mexican,MasterCard-Eurocard,no,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
108,135028,Mexican,American_Express,no,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
109,135027,Mexican,cash,no,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
110,135027,Mexican,VISA,no,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
111,135027,Mexican,MasterCard-Eurocard,no,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
112,135027,Mexican,American_Express,no,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
113,135025,Mexican,cash,no,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
114,135025,Mexican,VISA,no,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
115,135025,Mexican,MasterCard-Eurocard,no,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
116,135025,Mexican,American_Express,no,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
117,135021,Fast_Food,cash,public,18.933537,-99.222497,Subway,Rio Mayo 17 Vista Hermosa,Cuernavaca,Morelos,Mexico,low,familiar,closed
118,135018,Mexican,cash,yes,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,medium,familiar,open
119,135018,Mexican,VISA,yes,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,medium,familiar,open
120,135018,Mexican,MasterCard-Eurocard,yes,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,medium,familiar,open
121,135018,Mexican,bank_debit_cards,yes,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,medium,familiar,open
122,134983,Bar,cash,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
123,134983,Bar,VISA,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
124,134983,Bar,MasterCard-Eurocard,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
125,134983,Bar_Pub_Brewery,cash,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
126,134983,Bar_Pub_Brewery,VISA,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
127,134983,Bar_Pub_Brewery,MasterCard-Eurocard,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
128,132958,American,cash,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
129,132958,American,VISA,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
130,132958,American,MasterCard-Eurocard,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
131,132958,American,American_Express,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
132,132958,American,bank_debit_cards,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
133,132955,Bar_Pub_Brewery,cash,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
134,132955,Bar_Pub_Brewery,VISA,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
135,132955,Bar_Pub_Brewery,MasterCard-Eurocard,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
136,132955,Bar_Pub_Brewery,bank_debit_cards,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
137,132955,Bar_Pub_Brewery,Carte_Blanche,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
138,132954,Breakfast-Brunch,cash,yes,22.1603808,-100.9880447,la parroquia,venustiano carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
139,132954,Breakfast-Brunch,VISA,yes,22.1603808,-100.9880447,la parroquia,venustiano carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
140,132954,Breakfast-Brunch,MasterCard-Eurocard,yes,22.1603808,-100.9880447,la parroquia,venustiano carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
141,132954,Breakfast-Brunch,bank_debit_cards,yes,22.1603808,-100.9880447,la parroquia,venustiano carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
142,132951,American,cash,yes,22.1544736,-100.9858091,VIPS,NICOLAS ZAPATA 300,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
143,132937,Bar,cash,no,22.1500193,-100.9799203,rockabilly ,agustin de iturbide,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
144,132925,Mexican,cash,no,22.1534997,-100.976243,el pueblito,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
145,132922,Cafeteria,cash,no,22.1511348,-100.9823115,cafe punta del cielo,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
146,132921,Bar,cash,no,22.150305,-100.9891337,crudalia,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,open
147,132885,Cafeteria,cash,public,22.1795169,-100.9584358,Hamburguesas saul,Av. Saan Luis enttre moctezuma y salinas,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
148,132875,Japanese,cash,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
149,132875,Japanese,VISA,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
150,132875,Japanese,MasterCard-Eurocard,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
151,132875,Japanese,American_Express,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
