,placeID,Rcuisine,hours,days,Rpayment,parking_lot,latitude,longitude,name,address,city,state,country,smoking_area,price,Rambience,area,other_services
25,135086,Burgers,08:00-23:00;,Mon;Tue;Wed;Thu;Fri;,VISA,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
26,135086,Burgers,08:00-23:00;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
27,135086,Burgers,08:00-23:00;,Sat;,cash,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
28,135086,Burgers,08:00-23:00;,Sat;,VISA,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
29,135086,Burgers,08:00-23:00;,Sat;,MasterCard-Eurocard,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
30,135086,Burgers,08:00-23:00;,Sun;,cash,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
31,135086,Burgers,08:00-23:00;,Sun;,VISA,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
32,135086,Burgers,08:00-23:00;,Sun;,MasterCard-Eurocard,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
33,135086,Fast_Food,08:00-23:00;,Mon;Tue;Wed;Thu;Fri;,cash,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
34,135086,Fast_Food,08:00-23:00;,Mon;Tue;Wed;Thu;Fri;,VISA,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
35,135086,Fast_Food,08:00-23:00;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
36,135086,Fast_Food,08:00-23:00;,Sat;,cash,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
37,135086,Fast_Food,08:00-23:00;,Sat;,VISA,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
38,135086,Fast_Food,08:00-23:00;,Sat;,MasterCard-Eurocard,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
39,135086,Fast_Food,08:00-23:00;,Sun;,cash,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
40,135086,Fast_Food,08:00-23:00;,Sun;,VISA,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
41,135086,Fast_Food,08:00-23:00;,Sun;,MasterCard-Eurocard,yes,22.141421,-101.013955,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
42,135085,Fast_Food,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,cash,public,22.150802,-100.98268,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
43,135085,Fast_Food,00:00-00:00;,Sat;,cash,public,22.150802,-100.98268,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
44,135085,Fast_Food,00:00-00:00;,Sun;,cash,public,22.150802,-100.98268,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,not permitted,medium,familiar,closed,none
45,135079,Chinese,13:00-22:30;,Mon;Tue;Wed;Thu;Fri;,cash,none,22.156376,-100.998355,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,none,high,familiar,closed,none
46,135079,Chinese,13:00-22:30;,Mon;Tue;Wed;Thu;Fri;,American_Express,none,22.156376,-100.998355,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,none,high,familiar,closed,none
47,135079,Chinese,13:30-22:30;,Sat;,cash,none,22.156376,-100.998355,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,none,high,familiar,closed,none
48,135079,Chinese,13:30-22:30;,Sat;,American_Express,none,22.156376,-100.998355,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,none,high,familiar,closed,none
49,135079,Chinese,13:30-22:30;,Sun;,cash,none,22.156376,-100.998355,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,none,high,familiar,closed,none
50,135079,Chinese,13:30-22:30;,Sun;,American_Express,none,22.156376,-100.998355,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,none,high,familiar,closed,none
51,135075,Seafood,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash,yes,22.139573,-100.991564,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
52,135075,Seafood,00:00-23:30;,Sat;,cash,yes,22.139573,-100.991564,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
53,135075,Seafood,00:00-23:30;,Sun;,cash,yes,22.139573,-100.991564,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
54,135074,Contemporary,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
55,135074,Contemporary,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
56,135074,Contemporary,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
57,135074,Contemporary,07:00-23:30;,Sat;,cash,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
58,135074,Contemporary,07:00-23:30;,Sat;,VISA,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
59,135074,Contemporary,07:00-23:30;,Sat;,MasterCard-Eurocard,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
60,135074,Contemporary,07:00-23:30;,Sun;,cash,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
61,135074,Contemporary,07:00-23:30;,Sun;,VISA,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
62,135074,Contemporary,07:00-23:30;,Sun;,MasterCard-Eurocard,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
63,135073,Bar,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;,cash,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
64,135073,Bar,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
65,135073,Bar,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
66,135073,Bar,09:30-23:30;,Sat;,cash,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
67,135073,Bar,09:30-23:30;,Sat;,VISA,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
68,135073,Bar,09:30-23:30;,Sat;,MasterCard-Eurocard,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
69,135073,Bar,00:00-00:00;,Sun;,cash,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
70,135073,Bar,00:00-00:00;,Sun;,VISA,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
71,135073,Bar,00:00-00:00;,Sun;,MasterCard-Eurocard,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
72,135073,Bar_Pub_Brewery,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;,cash,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
73,135073,Bar_Pub_Brewery,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
74,135073,Bar_Pub_Brewery,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
75,135073,Bar_Pub_Brewery,09:30-23:30;,Sat;,cash,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
76,135073,Bar_Pub_Brewery,09:30-23:30;,Sat;,VISA,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
77,135073,Bar_Pub_Brewery,09:30-23:30;,Sat;,MasterCard-Eurocard,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
78,135073,Bar_Pub_Brewery,00:00-00:00;,Sun;,cash,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
79,135073,Bar_Pub_Brewery,00:00-00:00;,Sun;,VISA,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
80,135073,Bar_Pub_Brewery,00:00-00:00;,Sun;,MasterCard-Eurocard,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,SLP,Mexico,section,high,familiar,closed,none
81,135072,Japanese,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,cash,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
82,135072,Japanese,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,VISA,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
83,135072,Japanese,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
84,135072,Japanese,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,American_Express,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
85,135072,Japanese,13:00-23:30;,Sat;,cash,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
86,135072,Japanese,13:00-23:30;,Sat;,VISA,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
87,135072,Japanese,13:00-23:30;,Sat;,MasterCard-Eurocard,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
88,135072,Japanese,13:00-23:30;,Sat;,American_Express,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
89,135072,Japanese,13:00-22:00;,Sun;,cash,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
90,135072,Japanese,13:00-22:00;,Sun;,VISA,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
91,135072,Japanese,13:00-22:00;,Sun;,MasterCard-Eurocard,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
92,135072,Japanese,13:00-22:00;,Sun;,American_Express,none,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
93,135071,Bar,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
94,135071,Bar,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
95,135071,Bar,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
96,135071,Bar,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
97,135071,Bar,13:00-23:30;,Sat;,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
98,135071,Bar,13:00-23:30;,Sat;,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
99,135071,Bar,13:00-23:30;,Sat;,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
100,135071,Bar,13:00-23:30;,Sat;,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
101,135071,Bar,13:00-20:00;,Sun;,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
102,135071,Bar,13:00-20:00;,Sun;,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
103,135071,Bar,13:00-20:00;,Sun;,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
104,135071,Bar,13:00-20:00;,Sun;,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
105,135071,Bar_Pub_Brewery,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
106,135071,Bar_Pub_Brewery,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
107,135071,Bar_Pub_Brewery,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
108,135071,Bar_Pub_Brewery,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
109,135071,Bar_Pub_Brewery,13:00-23:30;,Sat;,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
110,135071,Bar_Pub_Brewery,13:00-23:30;,Sat;,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
111,135071,Bar_Pub_Brewery,13:00-23:30;,Sat;,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
112,135071,Bar_Pub_Brewery,13:00-23:30;,Sat;,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
113,135071,Bar_Pub_Brewery,13:00-20:00;,Sun;,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
114,135071,Bar_Pub_Brewery,13:00-20:00;,Sun;,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
115,135071,Bar_Pub_Brewery,13:00-20:00;,Sun;,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
116,135071,Bar_Pub_Brewery,13:00-20:00;,Sun;,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
117,135069,Bar,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash,yes,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,none,low,familiar,closed,none
118,135069,Bar,09:00-23:30;,Sat;,cash,yes,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,none,low,familiar,closed,none
119,135069,Bar,09:00-23:30;,Sun;,cash,yes,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,none,low,familiar,closed,none
120,135060,Seafood,11:30-19:00;,Mon;Tue;Wed;Thu;Fri;,cash,none,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
121,135060,Seafood,11:30-19:00;,Sat;,cash,none,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
122,135060,Seafood,11:30-19:00;,Sun;,cash,none,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,none,medium,familiar,closed,none
123,135059,Bar,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;,cash,yes,22.145108,-100.989547,Restaurant Bar Hacienda los Martinez,Santos Degollado 745 los Alamitos,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
124,135059,Bar,12:00-23:30;,Sat;,cash,yes,22.145108,-100.989547,Restaurant Bar Hacienda los Martinez,Santos Degollado 745 los Alamitos,San Luis Potosi,SLP,Mexico,section,medium,familiar,closed,none
