,Unnamed: 0,placeID,Rcuisine,Rpayment,parking_lot,latitude,longitude,name,address,city,state,country,price,Rambience,area
20,20,9,Contemporary,MasterCard-Eurocard,public,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
21,21,10,Bar,cash,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
22,22,10,Bar,VISA,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
23,23,10,Bar,MasterCard-Eurocard,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
24,24,10,Bar_Pub_Brewery,cash,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
25,25,10,Bar_Pub_Brewery,VISA,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
26,26,10,Bar_Pub_Brewery,MasterCard-Eurocard,yes,22.147175,-100.974269,Restaurante Bar El Gallinero,Pascual M. Hernandez 210 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
27,27,11,Japanese,cash,no,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
28,28,11,Japanese,VISA,no,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
29,29,11,Japanese,MasterCard-Eurocard,no,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
30,30,11,Japanese,American_Express,no,22.149192,-101.002936,Sushi Itto,Venustiano Carranza 1809 C Polanco,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
31,31,12,Bar,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
32,32,12,Bar,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
33,33,12,Bar,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
34,34,12,Bar,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
35,35,12,Bar_Pub_Brewery,cash,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
36,36,12,Bar_Pub_Brewery,VISA,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
37,37,12,Bar_Pub_Brewery,MasterCard-Eurocard,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
38,38,12,Bar_Pub_Brewery,American_Express,yes,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
39,39,13,Bar,cash,yes,22.140129,-100.944872,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
40,40,14,Seafood,cash,no,22.156883,-100.978485,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
41,41,15,Bar,cash,yes,22.145108,-100.989547,Restaurant Bar Hacienda los Martinez,Santos Degollado 745 los Alamitos,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
42,42,16,Pizzeria,cash,public,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
43,43,16,Pizzeria,VISA,public,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
44,44,16,Pizzeria,MasterCard-Eurocard,public,22.165587,-101.001273,Restaurante Tiberius,Munoz Sn Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
45,45,17,Bar,cash,yes,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
46,46,17,Bar,VISA,yes,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
47,47,17,Bar,MasterCard-Eurocard,yes,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
48,48,17,Bar,American_Express,yes,22.145992,-100.955118,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
49,49,18,Mexican,cash,yes,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
50,50,18,Mexican,VISA,yes,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
51,51,18,Mexican,MasterCard-Eurocard,yes,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
52,52,18,Mexican,American_Express,yes,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
53,53,19,Seafood,cash,yes,22.140626,-100.915657,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
54,54,19,Seafood,VISA,yes,22.140626,-100.915657,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
55,55,19,Seafood,MasterCard-Eurocard,yes,22.140626,-100.915657,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
56,56,20,Cafeteria,cash,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
57,57,20,Cafeteria,VISA,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
58,58,20,Cafeteria,MasterCard-Eurocard,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
59,59,20,Cafeteria,American_Express,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
60,60,20,Fast_Food,cash,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
61,61,20,Fast_Food,VISA,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
62,62,20,Fast_Food,MasterCard-Eurocard,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
63,63,20,Fast_Food,American_Express,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
64,64,20,Pizzeria,cash,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
65,65,20,Pizzeria,VISA,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
66,66,20,Pizzeria,MasterCard-Eurocard,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
67,67,20,Pizzeria,American_Express,yes,22.178931,-101.012861,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
68,68,21,Bar,cash,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
69,69,21,Bar,VISA,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
70,70,21,Bar,MasterCard-Eurocard,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
71,71,21,Bar_Pub_Brewery,cash,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
72,72,21,Bar_Pub_Brewery,VISA,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
73,73,21,Bar_Pub_Brewery,MasterCard-Eurocard,no,22.150981,-100.977412,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
74,74,22,Seafood,cash,no,22.135011,-101.0286,Restaurante de Mariscos la Langosta,Cordillera de Los Alpes 675 Loma Verde,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
75,75,23,Bar,cash,yes,22.142017,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
76,76,23,Bar,VISA,yes,22.142017,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
77,77,23,Bar,MasterCard-Eurocard,yes,22.142017,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
78,78,23,Bar,American_Express,yes,22.142017,-100.999246,Restaurante Bar Fu-hao,Jesus Goytortua 390 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
79,79,24,Fast_Food,cash,yes,22.141282,-101.002958,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
80,80,24,Fast_Food,VISA,yes,22.141282,-101.002958,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
81,81,24,Fast_Food,MasterCard-Eurocard,yes,22.141282,-101.002958,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
82,82,25,Chinese,cash,no,22.141848,-100.997475,Restaurant Wu Zhuo Yi,Himno Nacional 100 Avenida,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
83,83,26,Fast_Food,cash,no,22.185756,-100.944518,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,San Luis Potosi,Mexico,medium,familiar,closed
84,84,26,Pizzeria,cash,no,22.185756,-100.944518,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,San Luis Potosi,Mexico,medium,familiar,closed
85,85,27,Chinese,cash,no,22.159357,-100.973411,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
86,86,28,Bar,cash,no,22.15106,-100.977659,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
87,87,28,Cafeteria,cash,no,22.15106,-100.977659,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
88,88,29,Seafood,cash,yes,22.145893,-100.97487,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
89,89,30,Italian,cash,yes,22.145813,-101.018032,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
90,90,30,Italian,VISA,yes,22.145813,-101.018032,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
91,91,30,Italian,MasterCard-Eurocard,yes,22.145813,-101.018032,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
92,92,30,Italian,American_Express,yes,22.145813,-101.018032,El Mundo de la Pasta,Rio Papaloapan 265 Lomas de San Luis (3),San Luis Potosi,San Luis Potosi,Mexico,high,familiar,closed
93,93,31,Japanese,cash,no,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
94,94,31,Japanese,VISA,no,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
95,95,31,Japanese,MasterCard-Eurocard,no,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
96,96,31,Japanese,American_Express,no,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
97,97,32,Cafeteria,cash,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
98,98,32,Cafeteria,VISA,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
99,99,32,Cafeteria,MasterCard-Eurocard,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
100,100,32,Contemporary,cash,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
101,101,32,Contemporary,VISA,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
102,102,32,Contemporary,MasterCard-Eurocard,public,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
103,103,33,Cafe-Coffee_Shop,cash,no,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,medium,quiet,closed
104,104,33,Cafeteria,cash,no,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,medium,quiet,closed
105,105,34,Mexican,cash,no,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
106,106,34,Mexican,VISA,no,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
107,107,34,Mexican,MasterCard-Eurocard,no,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
108,108,34,Mexican,American_Express,no,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
109,109,35,Mexican,cash,no,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
110,110,35,Mexican,VISA,no,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
111,111,35,Mexican,MasterCard-Eurocard,no,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
112,112,35,Mexican,American_Express,no,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
113,113,36,Mexican,cash,no,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
114,114,36,Mexican,VISA,no,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
115,115,36,Mexican,MasterCard-Eurocard,no,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
116,116,36,Mexican,American_Express,no,22.14955,-100.97797,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
117,117,37,Fast_Food,cash,public,18.933537,-99.222497,Subway,Rio Mayo 17 Vista Hermosa,Cuernavaca,Morelos,Mexico,low,familiar,closed
118,118,38,Mexican,cash,yes,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,medium,familiar,open
119,119,38,Mexican,VISA,yes,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,medium,familiar,open
120,120,38,Mexican,MasterCard-Eurocard,yes,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,medium,familiar,open
121,121,38,Mexican,bank_debit_cards,yes,18.859803,-99.222164,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,medium,familiar,open
122,122,39,Bar,cash,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
123,123,39,Bar,VISA,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
124,124,39,Bar,MasterCard-Eurocard,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
125,125,39,Bar_Pub_Brewery,cash,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
126,126,39,Bar_Pub_Brewery,VISA,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
127,127,39,Bar_Pub_Brewery,MasterCard-Eurocard,yes,18.948657,-99.235361,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,high,familiar,closed
128,128,40,American,cash,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
129,129,40,American,VISA,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
130,130,40,American,MasterCard-Eurocard,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
131,131,40,American,American_Express,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
132,132,40,American,bank_debit_cards,no,22.1449787,-101.0056829,tacos los volcanes,avenida hivno nacional,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
133,133,41,Bar_Pub_Brewery,cash,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
134,134,41,Bar_Pub_Brewery,VISA,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
135,135,41,Bar_Pub_Brewery,MasterCard-Eurocard,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
136,136,41,Bar_Pub_Brewery,bank_debit_cards,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
137,137,41,Bar_Pub_Brewery,Carte_Blanche,no,22.147622,-101.0102749,emilianos,venustiano carranza,San Luis Potosi,Mexico,Mexico,low,familiar,closed
138,138,42,Breakfast-Brunch,cash,yes,22.1603808,-100.9880447,la parroquia,venustiano carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
139,139,42,Breakfast-Brunch,VISA,yes,22.1603808,-100.9880447,la parroquia,venustiano carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
140,140,42,Breakfast-Brunch,MasterCard-Eurocard,yes,22.1603808,-100.9880447,la parroquia,venustiano carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
141,141,42,Breakfast-Brunch,bank_debit_cards,yes,22.1603808,-100.9880447,la parroquia,venustiano carranza,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
142,142,43,American,cash,yes,22.1544736,-100.9858091,VIPS,NICOLAS ZAPATA 300,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
143,143,44,Bar,cash,no,22.1500193,-100.9799203,rockabilly ,agustin de iturbide,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,closed
144,144,45,Mexican,cash,no,22.1534997,-100.976243,el pueblito,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
145,145,46,Cafeteria,cash,no,22.1511348,-100.9823115,cafe punta del cielo,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,medium,familiar,closed
146,146,47,Bar,cash,no,22.150305,-100.9891337,crudalia,Satelite 606 Satelite,San Luis Potosi,San Luis Potosi,Mexico,low,quiet,open
147,147,48,Cafeteria,cash,public,22.1795169,-100.9584358,Hamburguesas saul,Av. Saan Luis enttre moctezuma y salinas,San Luis Potosi,San Luis Potosi,Mexico,low,familiar,closed
148,148,49,Japanese,cash,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
149,149,49,Japanese,VISA,valet parking,22.1499013,-100.9937793,shi ro ie,Lateral Salvador Nava Martinez 3145,San Luis Potosi,San Luis Potosi,Mexico,high,familiar,open
